Date,City,Country,% Change In Waze Driven Miles/KMs
"Jul 22, 2020",San Francisco,United States,-0.53
"Jul 22, 2020",Sao Paulo,Brazil,-0.31
"Jul 22, 2020",New York,United States,-0.17
"Jul 22, 2020",London,United Kingdom,-0.14
"Jul 22, 2020",Paris,France,0.01
"Jul 22, 2020",Prague,Czechia,0.08
"Jul 21, 2020",San Francisco,United States,-0.51
"Jul 21, 2020",Sao Paulo,Brazil,-0.24
"Jul 21, 2020",New York,United States,-0.17
"Jul 21, 2020",London,United Kingdom,-0.17
"Jul 21, 2020",Paris,France,0
"Jul 21, 2020",Prague,Czechia,0.07
"Jul 20, 2020",San Francisco,United States,-0.4
"Jul 20, 2020",Sao Paulo,Brazil,-0.2
"Jul 20, 2020",London,United Kingdom,-0.19
"Jul 20, 2020",Paris,France,-0.04
"Jul 20, 2020",New York,United States,-0.03
"Jul 20, 2020",Prague,Czechia,0.05
"Jul 19, 2020",San Francisco,United States,-0.44
"Jul 19, 2020",Sao Paulo,Brazil,-0.29
"Jul 19, 2020",London,United Kingdom,-0.23
"Jul 19, 2020",New York,United States,-0.17
"Jul 19, 2020",Paris,France,-0.02
"Jul 19, 2020",Prague,Czechia,0.21
"Jul 18, 2020",San Francisco,United States,-0.54
"Jul 18, 2020",Sao Paulo,Brazil,-0.3
"Jul 18, 2020",New York,United States,-0.26
"Jul 18, 2020",Paris,France,-0.19
"Jul 18, 2020",London,United Kingdom,-0.16
"Jul 18, 2020",Prague,Czechia,-0.06
"Jul 17, 2020",San Francisco,United States,-0.54
"Jul 17, 2020",Sao Paulo,Brazil,-0.3
"Jul 17, 2020",New York,United States,-0.24
"Jul 17, 2020",London,United Kingdom,-0.11
"Jul 17, 2020",Paris,France,-0.09
"Jul 17, 2020",Prague,Czechia,-0.01
"Jul 16, 2020",San Francisco,United States,-0.5
"Jul 16, 2020",Sao Paulo,Brazil,-0.34
"Jul 16, 2020",New York,United States,-0.19
"Jul 16, 2020",London,United Kingdom,-0.18
"Jul 16, 2020",Paris,France,-0.01
"Jul 16, 2020",Prague,Czechia,0.01
"Jul 15, 2020",San Francisco,United States,-0.54
"Jul 15, 2020",Sao Paulo,Brazil,-0.34
"Jul 15, 2020",New York,United States,-0.17
"Jul 15, 2020",London,United Kingdom,-0.17
"Jul 15, 2020",Prague,Czechia,0.04
"Jul 15, 2020",Paris,France,0.11
"Jul 14, 2020",San Francisco,United States,-0.51
"Jul 14, 2020",Sao Paulo,Brazil,-0.28
"Jul 14, 2020",London,United Kingdom,-0.24
"Jul 14, 2020",New York,United States,-0.21
"Jul 14, 2020",Prague,Czechia,0.08
"Jul 14, 2020",Paris,France,0.26
"Jul 13, 2020",San Francisco,United States,-0.44
"Jul 13, 2020",London,United Kingdom,-0.16
"Jul 13, 2020",Sao Paulo,Brazil,-0.14
"Jul 13, 2020",Paris,France,-0.07
"Jul 13, 2020",New York,United States,-0.06
"Jul 13, 2020",Prague,Czechia,0.05
"Jul 12, 2020",San Francisco,United States,-0.44
"Jul 12, 2020",Sao Paulo,Brazil,-0.3
"Jul 12, 2020",Paris,France,-0.28
"Jul 12, 2020",New York,United States,-0.25
"Jul 12, 2020",London,United Kingdom,-0.19
"Jul 12, 2020",Prague,Czechia,0.27
"Jul 11, 2020",San Francisco,United States,-0.52
"Jul 11, 2020",New York,United States,-0.37
"Jul 11, 2020",Sao Paulo,Brazil,-0.32
"Jul 11, 2020",Paris,France,-0.22
"Jul 11, 2020",London,United Kingdom,-0.2
"Jul 11, 2020",Prague,Czechia,-0.01
"Jul 10, 2020",San Francisco,United States,-0.57
"Jul 10, 2020",Sao Paulo,Brazil,-0.33
"Jul 10, 2020",New York,United States,-0.31
"Jul 10, 2020",London,United Kingdom,-0.23
"Jul 10, 2020",Paris,France,-0.12
"Jul 10, 2020",Prague,Czechia,-0.11
"Jul 9, 2020",San Francisco,United States,-0.56
"Jul 9, 2020",Sao Paulo,Brazil,-0.35
"Jul 9, 2020",New York,United States,-0.23
"Jul 9, 2020",London,United Kingdom,-0.19
"Jul 9, 2020",Prague,Czechia,-0.04
"Jul 9, 2020",Paris,France,0.05
"Jul 8, 2020",San Francisco,United States,-0.56
"Jul 8, 2020",Sao Paulo,Brazil,-0.34
"Jul 8, 2020",New York,United States,-0.21
"Jul 8, 2020",London,United Kingdom,-0.17
"Jul 8, 2020",Paris,France,0.06
"Jul 8, 2020",Prague,Czechia,0.07
"Jul 7, 2020",San Francisco,United States,-0.55
"Jul 7, 2020",Sao Paulo,Brazil,-0.27
"Jul 7, 2020",New York,United States,-0.2
"Jul 7, 2020",London,United Kingdom,-0.14
"Jul 7, 2020",Paris,France,0.03
"Jul 7, 2020",Prague,Czechia,0.04
"Jul 6, 2020",San Francisco,United States,-0.31
"Jul 6, 2020",Sao Paulo,Brazil,-0.2
"Jul 6, 2020",London,United Kingdom,-0.19
"Jul 6, 2020",New York,United States,-0.03
"Jul 6, 2020",Paris,France,0.02
"Jul 6, 2020",Prague,Czechia,0.07
"Jul 5, 2020",San Francisco,United States,-0.42
"Jul 5, 2020",Sao Paulo,Brazil,-0.36
"Jul 5, 2020",London,United Kingdom,-0.25
"Jul 5, 2020",Prague,Czechia,-0.21
"Jul 5, 2020",New York,United States,-0.18
"Jul 5, 2020",Paris,France,-0.01
"Jul 4, 2020",San Francisco,United States,-0.67
"Jul 4, 2020",New York,United States,-0.42
"Jul 4, 2020",Sao Paulo,Brazil,-0.36
"Jul 4, 2020",London,United Kingdom,-0.26
"Jul 4, 2020",Prague,Czechia,-0.16
"Jul 4, 2020",Paris,France,-0.15
"Jul 3, 2020",San Francisco,United States,-0.56
"Jul 3, 2020",Sao Paulo,Brazil,-0.34
"Jul 3, 2020",New York,United States,-0.3
"Jul 3, 2020",London,United Kingdom,-0.22
"Jul 3, 2020",Prague,Czechia,-0.09
"Jul 3, 2020",Paris,France,-0.05
"Jul 2, 2020",San Francisco,United States,-0.58
"Jul 2, 2020",Sao Paulo,Brazil,-0.38
"Jul 2, 2020",London,United Kingdom,-0.24
"Jul 2, 2020",New York,United States,-0.2
"Jul 2, 2020",Prague,Czechia,-0.03
"Jul 2, 2020",Paris,France,0.02
"Jul 1, 2020",San Francisco,United States,-0.45
"Jul 1, 2020",Sao Paulo,Brazil,-0.39
"Jul 1, 2020",London,United Kingdom,-0.24
"Jul 1, 2020",New York,United States,-0.2
"Jul 1, 2020",Prague,Czechia,0.03
"Jul 1, 2020",Paris,France,0.04
"Jun 30, 2020",San Francisco,United States,-0.55
"Jun 30, 2020",Sao Paulo,Brazil,-0.32
"Jun 30, 2020",London,United Kingdom,-0.23
"Jun 30, 2020",New York,United States,-0.21
"Jun 30, 2020",Paris,France,0.04
"Jun 30, 2020",Prague,Czechia,0.09
"Jun 29, 2020",San Francisco,United States,-0.38
"Jun 29, 2020",Sao Paulo,Brazil,-0.28
"Jun 29, 2020",London,United Kingdom,-0.25
"Jun 29, 2020",New York,United States,-0.15
"Jun 29, 2020",Paris,France,0.01
"Jun 29, 2020",Prague,Czechia,0.12
"Jun 28, 2020",San Francisco,United States,-0.46
"Jun 28, 2020",Sao Paulo,Brazil,-0.46
"Jun 28, 2020",London,United Kingdom,-0.35
"Jun 28, 2020",New York,United States,-0.29
"Jun 28, 2020",Paris,France,0
"Jun 28, 2020",Prague,Czechia,0.26
"Jun 27, 2020",San Francisco,United States,-0.55
"Jun 27, 2020",Sao Paulo,Brazil,-0.46
"Jun 27, 2020",New York,United States,-0.32
"Jun 27, 2020",London,United Kingdom,-0.3
"Jun 27, 2020",Paris,France,-0.18
"Jun 27, 2020",Prague,Czechia,-0.12
"Jun 26, 2020",San Francisco,United States,-0.55
"Jun 26, 2020",Sao Paulo,Brazil,-0.37
"Jun 26, 2020",New York,United States,-0.26
"Jun 26, 2020",London,United Kingdom,-0.19
"Jun 26, 2020",Paris,France,-0.06
"Jun 26, 2020",Prague,Czechia,0.01
"Jun 25, 2020",San Francisco,United States,-0.5
"Jun 25, 2020",Sao Paulo,Brazil,-0.4
"Jun 25, 2020",New York,United States,-0.24
"Jun 25, 2020",London,United Kingdom,-0.16
"Jun 25, 2020",Paris,France,0.03
"Jun 25, 2020",Prague,Czechia,0.09
"Jun 24, 2020",San Francisco,United States,-0.5
"Jun 24, 2020",Sao Paulo,Brazil,-0.4
"Jun 24, 2020",New York,United States,-0.23
"Jun 24, 2020",London,United Kingdom,-0.2
"Jun 24, 2020",Paris,France,0.02
"Jun 24, 2020",Prague,Czechia,0.11
"Jun 23, 2020",San Francisco,United States,-0.37
"Jun 23, 2020",Sao Paulo,Brazil,-0.34
"Jun 23, 2020",New York,United States,-0.25
"Jun 23, 2020",London,United Kingdom,-0.22
"Jun 23, 2020",Paris,France,-0.01
"Jun 23, 2020",Prague,Czechia,0.16
"Jun 22, 2020",San Francisco,United States,-0.34
"Jun 22, 2020",London,United Kingdom,-0.28
"Jun 22, 2020",Sao Paulo,Brazil,-0.27
"Jun 22, 2020",New York,United States,-0.17
"Jun 22, 2020",Paris,France,0.01
"Jun 22, 2020",Prague,Czechia,0.13
"Jun 21, 2020",San Francisco,United States,-0.44
"Jun 21, 2020",Sao Paulo,Brazil,-0.41
"Jun 21, 2020",London,United Kingdom,-0.38
"Jun 21, 2020",New York,United States,-0.3
"Jun 21, 2020",Paris,France,0.02
"Jun 21, 2020",Prague,Czechia,0.21
"Jun 20, 2020",San Francisco,United States,-0.49
"Jun 20, 2020",Sao Paulo,Brazil,-0.41
"Jun 20, 2020",New York,United States,-0.34
"Jun 20, 2020",London,United Kingdom,-0.3
"Jun 20, 2020",Paris,France,-0.19
"Jun 20, 2020",Prague,Czechia,-0.15
"Jun 19, 2020",San Francisco,United States,-0.48
"Jun 19, 2020",Sao Paulo,Brazil,-0.39
"Jun 19, 2020",New York,United States,-0.31
"Jun 19, 2020",London,United Kingdom,-0.3
"Jun 19, 2020",Paris,France,-0.11
"Jun 19, 2020",Prague,Czechia,-0.01
"Jun 18, 2020",San Francisco,United States,-0.51
"Jun 18, 2020",Sao Paulo,Brazil,-0.44
"Jun 18, 2020",London,United Kingdom,-0.35
"Jun 18, 2020",New York,United States,-0.31
"Jun 18, 2020",Paris,France,-0.09
"Jun 18, 2020",Prague,Czechia,0.01
"Jun 17, 2020",San Francisco,United States,-0.55
"Jun 17, 2020",Sao Paulo,Brazil,-0.43
"Jun 17, 2020",London,United Kingdom,-0.34
"Jun 17, 2020",New York,United States,-0.28
"Jun 17, 2020",Paris,France,-0.04
"Jun 17, 2020",Prague,Czechia,0.07
"Jun 16, 2020",San Francisco,United States,-0.53
"Jun 16, 2020",Sao Paulo,Brazil,-0.37
"Jun 16, 2020",New York,United States,-0.32
"Jun 16, 2020",London,United Kingdom,-0.31
"Jun 16, 2020",Paris,France,-0.04
"Jun 16, 2020",Prague,Czechia,0.1
"Jun 15, 2020",San Francisco,United States,-0.43
"Jun 15, 2020",Sao Paulo,Brazil,-0.31
"Jun 15, 2020",London,United Kingdom,-0.3
"Jun 15, 2020",New York,United States,-0.24
"Jun 15, 2020",Paris,France,-0.05
"Jun 15, 2020",Prague,Czechia,0.04
"Jun 14, 2020",San Francisco,United States,-0.5
"Jun 14, 2020",London,United Kingdom,-0.43
"Jun 14, 2020",Sao Paulo,Brazil,-0.42
"Jun 14, 2020",New York,United States,-0.31
"Jun 14, 2020",Paris,France,-0.09
"Jun 14, 2020",Prague,Czechia,0.23
"Jun 13, 2020",San Francisco,United States,-0.5
"Jun 13, 2020",Sao Paulo,Brazil,-0.44
"Jun 13, 2020",New York,United States,-0.37
"Jun 13, 2020",London,United Kingdom,-0.37
"Jun 13, 2020",Paris,France,-0.27
"Jun 13, 2020",Prague,Czechia,-0.14
"Jun 12, 2020",San Francisco,United States,-0.56
"Jun 12, 2020",Sao Paulo,Brazil,-0.41
"Jun 12, 2020",London,United Kingdom,-0.39
"Jun 12, 2020",New York,United States,-0.36
"Jun 12, 2020",Paris,France,-0.2
"Jun 12, 2020",Prague,Czechia,-0.13
"Jun 11, 2020",San Francisco,United States,-0.58
"Jun 11, 2020",Sao Paulo,Brazil,-0.44
"Jun 11, 2020",London,United Kingdom,-0.38
"Jun 11, 2020",New York,United States,-0.36
"Jun 11, 2020",Paris,France,-0.08
"Jun 11, 2020",Prague,Czechia,0.01
"Jun 10, 2020",San Francisco,United States,-0.56
"Jun 10, 2020",Sao Paulo,Brazil,-0.43
"Jun 10, 2020",London,United Kingdom,-0.36
"Jun 10, 2020",New York,United States,-0.3
"Jun 10, 2020",Paris,France,-0.05
"Jun 10, 2020",Prague,Czechia,0.02
"Jun 9, 2020",San Francisco,United States,-0.58
"Jun 9, 2020",Sao Paulo,Brazil,-0.38
"Jun 9, 2020",New York,United States,-0.34
"Jun 9, 2020",London,United Kingdom,-0.34
"Jun 9, 2020",Paris,France,-0.07
"Jun 9, 2020",Prague,Czechia,0
"Jun 8, 2020",San Francisco,United States,-0.5
"Jun 8, 2020",London,United Kingdom,-0.37
"Jun 8, 2020",Sao Paulo,Brazil,-0.33
"Jun 8, 2020",New York,United States,-0.29
"Jun 8, 2020",Paris,France,-0.08
"Jun 8, 2020",Prague,Czechia,0.01
"Jun 7, 2020",San Francisco,United States,-0.54
"Jun 7, 2020",Sao Paulo,Brazil,-0.49
"Jun 7, 2020",London,United Kingdom,-0.49
"Jun 7, 2020",New York,United States,-0.42
"Jun 7, 2020",Paris,France,-0.18
"Jun 7, 2020",Prague,Czechia,0.08
"Jun 6, 2020",San Francisco,United States,-0.57
"Jun 6, 2020",New York,United States,-0.48
"Jun 6, 2020",London,United Kingdom,-0.46
"Jun 6, 2020",Sao Paulo,Brazil,-0.46
"Jun 6, 2020",Paris,France,-0.27
"Jun 6, 2020",Prague,Czechia,-0.12
"Jun 5, 2020",San Francisco,United States,-0.61
"Jun 5, 2020",New York,United States,-0.44
"Jun 5, 2020",Sao Paulo,Brazil,-0.44
"Jun 5, 2020",London,United Kingdom,-0.38
"Jun 5, 2020",Paris,France,-0.2
"Jun 5, 2020",Prague,Czechia,-0.12
"Jun 4, 2020",San Francisco,United States,-0.6
"Jun 4, 2020",Sao Paulo,Brazil,-0.48
"Jun 4, 2020",New York,United States,-0.43
"Jun 4, 2020",London,United Kingdom,-0.41
"Jun 4, 2020",Paris,France,-0.13
"Jun 4, 2020",Prague,Czechia,-0.09
"Jun 3, 2020",San Francisco,United States,-0.55
"Jun 3, 2020",Sao Paulo,Brazil,-0.48
"Jun 3, 2020",New York,United States,-0.43
"Jun 3, 2020",London,United Kingdom,-0.39
"Jun 3, 2020",Paris,France,-0.08
"Jun 3, 2020",Prague,Czechia,-0.04
"Jun 2, 2020",San Francisco,United States,-0.61
"Jun 2, 2020",Sao Paulo,Brazil,-0.42
"Jun 2, 2020",New York,United States,-0.4
"Jun 2, 2020",London,United Kingdom,-0.34
"Jun 2, 2020",Paris,France,-0.03
"Jun 2, 2020",Prague,Czechia,-0.02
"Jun 1, 2020",San Francisco,United States,-0.57
"Jun 1, 2020",Sao Paulo,Brazil,-0.37
"Jun 1, 2020",London,United Kingdom,-0.36
"Jun 1, 2020",New York,United States,-0.33
"Jun 1, 2020",Paris,France,-0.07
"Jun 1, 2020",Prague,Czechia,-0.04
"May 31, 2020",San Francisco,United States,-0.57
"May 31, 2020",Sao Paulo,Brazil,-0.52
"May 31, 2020",London,United Kingdom,-0.49
"May 31, 2020",Paris,France,-0.42
"May 31, 2020",New York,United States,-0.41
"May 31, 2020",Prague,Czechia,0.02
"May 30, 2020",San Francisco,United States,-0.65
"May 30, 2020",Sao Paulo,Brazil,-0.5
"May 30, 2020",New York,United States,-0.46
"May 30, 2020",London,United Kingdom,-0.45
"May 30, 2020",Paris,France,-0.37
"May 30, 2020",Prague,Czechia,-0.25
"May 29, 2020",San Francisco,United States,-0.54
"May 29, 2020",Sao Paulo,Brazil,-0.47
"May 29, 2020",New York,United States,-0.46
"May 29, 2020",London,United Kingdom,-0.4
"May 29, 2020",Paris,France,-0.29
"May 29, 2020",Prague,Czechia,-0.12
"May 28, 2020",San Francisco,United States,-0.59
"May 28, 2020",Sao Paulo,Brazil,-0.5
"May 28, 2020",London,United Kingdom,-0.42
"May 28, 2020",New York,United States,-0.4
"May 28, 2020",Paris,France,-0.23
"May 28, 2020",Prague,Czechia,-0.12
"May 27, 2020",San Francisco,United States,-0.56
"May 27, 2020",Sao Paulo,Brazil,-0.5
"May 27, 2020",London,United Kingdom,-0.41
"May 27, 2020",New York,United States,-0.36
"May 27, 2020",Paris,France,-0.2
"May 27, 2020",Prague,Czechia,-0.07
"May 26, 2020",San Francisco,United States,-0.48
"May 26, 2020",Sao Paulo,Brazil,-0.43
"May 26, 2020",London,United Kingdom,-0.36
"May 26, 2020",New York,United States,-0.33
"May 26, 2020",Paris,France,-0.22
"May 26, 2020",Prague,Czechia,-0.08
"May 25, 2020",San Francisco,United States,-0.54
"May 25, 2020",Sao Paulo,Brazil,-0.53
"May 25, 2020",New York,United States,-0.42
"May 25, 2020",London,United Kingdom,-0.42
"May 25, 2020",Paris,France,-0.2
"May 25, 2020",Prague,Czechia,-0.04
"May 24, 2020",Sao Paulo,Brazil,-0.6
"May 24, 2020",London,United Kingdom,-0.57
"May 24, 2020",San Francisco,United States,-0.54
"May 24, 2020",New York,United States,-0.53
"May 24, 2020",Paris,France,-0.38
"May 24, 2020",Prague,Czechia,-0.09
"May 23, 2020",San Francisco,United States,-0.61
"May 23, 2020",Sao Paulo,Brazil,-0.56
"May 23, 2020",London,United Kingdom,-0.56
"May 23, 2020",New York,United States,-0.54
"May 23, 2020",Paris,France,-0.49
"May 23, 2020",Prague,Czechia,-0.35
"May 22, 2020",San Francisco,United States,-0.6
"May 22, 2020",Sao Paulo,Brazil,-0.52
"May 22, 2020",London,United Kingdom,-0.46
"May 22, 2020",New York,United States,-0.44
"May 22, 2020",Paris,France,-0.38
"May 22, 2020",Prague,Czechia,-0.14
"May 21, 2020",Sao Paulo,Brazil,-0.6
"May 21, 2020",San Francisco,United States,-0.58
"May 21, 2020",London,United Kingdom,-0.48
"May 21, 2020",Paris,France,-0.45
"May 21, 2020",New York,United States,-0.45
"May 21, 2020",Prague,Czechia,-0.15
"May 20, 2020",San Francisco,United States,-0.67
"May 20, 2020",Sao Paulo,Brazil,-0.58
"May 20, 2020",London,United Kingdom,-0.44
"May 20, 2020",New York,United States,-0.44
"May 20, 2020",Paris,France,-0.23
"May 20, 2020",Prague,Czechia,-0.11
"May 19, 2020",San Francisco,United States,-0.68
"May 19, 2020",London,United Kingdom,-0.48
"May 19, 2020",New York,United States,-0.47
"May 19, 2020",Sao Paulo,Brazil,-0.44
"May 19, 2020",Paris,France,-0.26
"May 19, 2020",Prague,Czechia,-0.15
"May 18, 2020",San Francisco,United States,-0.62
"May 18, 2020",London,United Kingdom,-0.49
"May 18, 2020",New York,United States,-0.45
"May 18, 2020",Sao Paulo,Brazil,-0.43
"May 18, 2020",Paris,France,-0.28
"May 18, 2020",Prague,Czechia,-0.11
"May 17, 2020",San Francisco,United States,-0.64
"May 17, 2020",London,United Kingdom,-0.64
"May 17, 2020",Sao Paulo,Brazil,-0.6
"May 17, 2020",Paris,France,-0.51
"May 17, 2020",New York,United States,-0.5
"May 17, 2020",Prague,Czechia,-0.13
"May 16, 2020",San Francisco,United States,-0.64
"May 16, 2020",London,United Kingdom,-0.61
"May 16, 2020",Sao Paulo,Brazil,-0.57
"May 16, 2020",New York,United States,-0.51
"May 16, 2020",Paris,France,-0.49
"May 16, 2020",Prague,Czechia,-0.31
"May 15, 2020",San Francisco,United States,-0.66
"May 15, 2020",Sao Paulo,Brazil,-0.53
"May 15, 2020",London,United Kingdom,-0.53
"May 15, 2020",New York,United States,-0.48
"May 15, 2020",Paris,France,-0.38
"May 15, 2020",Prague,Czechia,-0.24
"May 14, 2020",San Francisco,United States,-0.67
"May 14, 2020",Sao Paulo,Brazil,-0.54
"May 14, 2020",London,United Kingdom,-0.54
"May 14, 2020",New York,United States,-0.49
"May 14, 2020",Paris,France,-0.35
"May 14, 2020",Prague,Czechia,-0.21
"May 13, 2020",San Francisco,United States,-0.67
"May 13, 2020",Sao Paulo,Brazil,-0.54
"May 13, 2020",London,United Kingdom,-0.54
"May 13, 2020",New York,United States,-0.48
"May 13, 2020",Paris,France,-0.31
"May 13, 2020",Prague,Czechia,-0.21
"May 12, 2020",San Francisco,United States,-0.7
"May 12, 2020",London,United Kingdom,-0.54
"May 12, 2020",New York,United States,-0.51
"May 12, 2020",Sao Paulo,Brazil,-0.49
"May 12, 2020",Paris,France,-0.32
"May 12, 2020",Prague,Czechia,-0.16
"May 11, 2020",San Francisco,United States,-0.6
"May 11, 2020",London,United Kingdom,-0.55
"May 11, 2020",New York,United States,-0.5
"May 11, 2020",Sao Paulo,Brazil,-0.48
"May 11, 2020",Paris,France,-0.32
"May 11, 2020",Prague,Czechia,-0.13
"May 10, 2020",Paris,France,-0.75
"May 10, 2020",London,United Kingdom,-0.72
"May 10, 2020",San Francisco,United States,-0.69
"May 10, 2020",New York,United States,-0.56
"May 10, 2020",Sao Paulo,Brazil,-0.5
"May 10, 2020",Prague,Czechia,0.06
"May 9, 2020",Paris,France,-0.78
"May 9, 2020",San Francisco,United States,-0.7
"May 9, 2020",London,United Kingdom,-0.67
"May 9, 2020",New York,United States,-0.58
"May 9, 2020",Sao Paulo,Brazil,-0.52
"May 9, 2020",Prague,Czechia,-0.39
"May 8, 2020",Paris,France,-0.79
"May 8, 2020",San Francisco,United States,-0.68
"May 8, 2020",London,United Kingdom,-0.66
"May 8, 2020",Prague,Czechia,-0.57
"May 8, 2020",New York,United States,-0.54
"May 8, 2020",Sao Paulo,Brazil,-0.5
"May 7, 2020",San Francisco,United States,-0.69
"May 7, 2020",Paris,France,-0.63
"May 7, 2020",London,United Kingdom,-0.55
"May 7, 2020",New York,United States,-0.54
"May 7, 2020",Sao Paulo,Brazil,-0.53
"May 7, 2020",Prague,Czechia,-0.21
"May 6, 2020",San Francisco,United States,-0.67
"May 6, 2020",Paris,France,-0.64
"May 6, 2020",London,United Kingdom,-0.58
"May 6, 2020",New York,United States,-0.53
"May 6, 2020",Sao Paulo,Brazil,-0.53
"May 6, 2020",Prague,Czechia,-0.25
"May 5, 2020",San Francisco,United States,-0.69
"May 5, 2020",Paris,France,-0.66
"May 5, 2020",London,United Kingdom,-0.58
"May 5, 2020",New York,United States,-0.53
"May 5, 2020",Sao Paulo,Brazil,-0.47
"May 5, 2020",Prague,Czechia,-0.23
"May 4, 2020",San Francisco,United States,-0.69
"May 4, 2020",Paris,France,-0.66
"May 4, 2020",London,United Kingdom,-0.58
"May 4, 2020",New York,United States,-0.51
"May 4, 2020",Sao Paulo,Brazil,-0.41
"May 4, 2020",Prague,Czechia,-0.23
"May 3, 2020",Paris,France,-0.86
"May 3, 2020",London,United Kingdom,-0.75
"May 3, 2020",San Francisco,United States,-0.71
"May 3, 2020",New York,United States,-0.61
"May 3, 2020",Sao Paulo,Brazil,-0.57
"May 3, 2020",Prague,Czechia,-0.25
"May 2, 2020",Paris,France,-0.84
"May 2, 2020",London,United Kingdom,-0.7
"May 2, 2020",San Francisco,United States,-0.7
"May 2, 2020",Sao Paulo,Brazil,-0.62
"May 2, 2020",New York,United States,-0.58
"May 2, 2020",Prague,Czechia,-0.48
"May 1, 2020",Paris,France,-0.85
"May 1, 2020",Sao Paulo,Brazil,-0.68
"May 1, 2020",San Francisco,United States,-0.68
"May 1, 2020",London,United Kingdom,-0.61
"May 1, 2020",Prague,Czechia,-0.6
"May 1, 2020",New York,United States,-0.58
"Apr 30, 2020",Paris,France,-0.69
"Apr 30, 2020",San Francisco,United States,-0.67
"Apr 30, 2020",London,United Kingdom,-0.62
"Apr 30, 2020",New York,United States,-0.58
"Apr 30, 2020",Sao Paulo,Brazil,-0.51
"Apr 30, 2020",Prague,Czechia,-0.28
"Apr 29, 2020",Paris,France,-0.7
"Apr 29, 2020",San Francisco,United States,-0.67
"Apr 29, 2020",London,United Kingdom,-0.61
"Apr 29, 2020",Sao Paulo,Brazil,-0.55
"Apr 29, 2020",New York,United States,-0.55
"Apr 29, 2020",Prague,Czechia,-0.27
"Apr 28, 2020",Paris,France,-0.71
"Apr 28, 2020",San Francisco,United States,-0.71
"Apr 28, 2020",London,United Kingdom,-0.6
"Apr 28, 2020",New York,United States,-0.57
"Apr 28, 2020",Sao Paulo,Brazil,-0.51
"Apr 28, 2020",Prague,Czechia,-0.27
"Apr 27, 2020",Paris,France,-0.71
"Apr 27, 2020",San Francisco,United States,-0.68
"Apr 27, 2020",New York,United States,-0.61
"Apr 27, 2020",London,United Kingdom,-0.61
"Apr 27, 2020",Sao Paulo,Brazil,-0.46
"Apr 27, 2020",Prague,Czechia,-0.27
"Apr 26, 2020",Paris,France,-0.88
"Apr 26, 2020",London,United Kingdom,-0.76
"Apr 26, 2020",San Francisco,United States,-0.72
"Apr 26, 2020",New York,United States,-0.68
"Apr 26, 2020",Sao Paulo,Brazil,-0.61
"Apr 26, 2020",Prague,Czechia,-0.35
"Apr 25, 2020",Paris,France,-0.87
"Apr 25, 2020",London,United Kingdom,-0.73
"Apr 25, 2020",San Francisco,United States,-0.72
"Apr 25, 2020",New York,United States,-0.64
"Apr 25, 2020",Sao Paulo,Brazil,-0.6
"Apr 25, 2020",Prague,Czechia,-0.5
"Apr 24, 2020",Paris,France,-0.77
"Apr 24, 2020",San Francisco,United States,-0.69
"Apr 24, 2020",London,United Kingdom,-0.64
"Apr 24, 2020",New York,United States,-0.63
"Apr 24, 2020",Sao Paulo,Brazil,-0.55
"Apr 24, 2020",Prague,Czechia,-0.4
"Apr 23, 2020",Paris,France,-0.74
"Apr 23, 2020",San Francisco,United States,-0.73
"Apr 23, 2020",London,United Kingdom,-0.64
"Apr 23, 2020",New York,United States,-0.61
"Apr 23, 2020",Sao Paulo,Brazil,-0.58
"Apr 23, 2020",Prague,Czechia,-0.38
"Apr 22, 2020",Paris,France,-0.74
"Apr 22, 2020",San Francisco,United States,-0.72
"Apr 22, 2020",London,United Kingdom,-0.62
"Apr 22, 2020",New York,United States,-0.59
"Apr 22, 2020",Sao Paulo,Brazil,-0.53
"Apr 22, 2020",Prague,Czechia,-0.37
"Apr 21, 2020",San Francisco,United States,-0.74
"Apr 21, 2020",Paris,France,-0.73
"Apr 21, 2020",Sao Paulo,Brazil,-0.66
"Apr 21, 2020",New York,United States,-0.63
"Apr 21, 2020",London,United Kingdom,-0.62
"Apr 21, 2020",Prague,Czechia,-0.37
"Apr 20, 2020",Paris,France,-0.74
"Apr 20, 2020",San Francisco,United States,-0.72
"Apr 20, 2020",London,United Kingdom,-0.62
"Apr 20, 2020",New York,United States,-0.61
"Apr 20, 2020",Sao Paulo,Brazil,-0.55
"Apr 20, 2020",Prague,Czechia,-0.36
"Apr 19, 2020",Paris,France,-0.9
"Apr 19, 2020",London,United Kingdom,-0.78
"Apr 19, 2020",San Francisco,United States,-0.74
"Apr 19, 2020",New York,United States,-0.69
"Apr 19, 2020",Sao Paulo,Brazil,-0.65
"Apr 19, 2020",Prague,Czechia,-0.47
"Apr 18, 2020",Paris,France,-0.87
"Apr 18, 2020",London,United Kingdom,-0.75
"Apr 18, 2020",San Francisco,United States,-0.75
"Apr 18, 2020",New York,United States,-0.7
"Apr 18, 2020",Sao Paulo,Brazil,-0.62
"Apr 18, 2020",Prague,Czechia,-0.5
"Apr 17, 2020",Paris,France,-0.79
"Apr 17, 2020",San Francisco,United States,-0.75
"Apr 17, 2020",London,United Kingdom,-0.67
"Apr 17, 2020",New York,United States,-0.64
"Apr 17, 2020",Sao Paulo,Brazil,-0.57
"Apr 17, 2020",Prague,Czechia,-0.45
"Apr 16, 2020",Paris,France,-0.78
"Apr 16, 2020",San Francisco,United States,-0.73
